collection_id,loan_id,collector_id,action_date,action_type,outcome,promised_amount,next_action_date,escalation_level,source_system,record_created_at
COL0005968,LOAN0017638,AGENT027,2021-12-26,Outbound Call,Promise to Pay,34366.24,2023-11-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454752
COL0005969,LOAN0002067,AGENT027,2020-12-30,Restructure Offer,Promise to Pay,20004.47,2019-02-18,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.454801
COL0005970,LOAN0011425,AGENT011,2021-06-17,Promise to Pay Follow-Up,Deceased,49476.25,2022-04-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454835
COL0005971,LOAN0017710,AGENT011,2023-05-31,SMS,Partial Payment,6980.66,2022-08-20,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.454867
COL0005972,LOAN0017959,AGENT024,2022-08-09,Outbound Call,Paid in Full,21066.09,2019-08-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454904
COL0005973,LOAN0012104,AGENT016,2024-02-07,Email,Partial Payment,28671.29,2020-03-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454936
COL0005974,LOAN0003615,AGENT013,2022-10-25,Outbound Call,No Contact,34506.12,2020-03-10,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454971
COL0005975,LOAN0010522,AGENT016,2022-02-06,Field Visit,Dispute Raised,46770.73,2023-01-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455021
COL0005976,LOAN0015979,AGENT002,2022-12-28,Outbound Call,No Contact,29941.48,2022-10-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.455067
COL0005977,LOAN0011084,AGENT012,2022-07-23,Outbound Call,Relocated,12096.22,2022-10-24,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.455123
COL0005978,LOAN0011033,AGENT012,2022-12-20,Email,Promise to Pay,48921.95,2021-09-12,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.455169
COL0005979,LOAN0016426,AGENT015,2021-01-05,Field Visit,No Contact,27376.75,2019-09-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455201
COL0005980,LOAN0009359,AGENT015,2019-08-08,Email,No Contact,47345.19,2020-02-10,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.455234
COL0005981,LOAN0002598,AGENT012,2024-09-19,Email,Promise to Pay,15859.08,2022-04-27,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.455267
COL0005982,LOAN0001956,AGENT015,2022-07-19,Outbound Call,Agreed Arrangement,19649.45,2021-11-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.455301
COL0005983,LOAN0013918,AGENT001,2023-12-20,Letter,Paid in Full,47869.98,2024-07-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455334
COL0005984,LOAN0009705,AGENT027,2024-08-09,Outbound Call,Partial Payment,43901.81,2022-06-29,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455372
COL0005985,LOAN0015360,AGENT006,2022-08-08,Restructure Offer,No Contact,37873.7,2020-02-06,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.455404
COL0005986,LOAN0008187,AGENT012,2020-10-07,Letter,Partial Payment,46149.17,2020-02-29,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455451
COL0005987,LOAN0017707,AGENT004,2021-12-01,Letter,Promise to Pay,12126.03,2021-09-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455491
COL0005988,LOAN0004357,AGENT002,2023-03-26,Outbound Call,Deceased,47769.72,2021-08-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455526
COL0005989,LOAN0006302,AGENT001,2023-06-30,Email,Partial Payment,9662.24,2024-04-18,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.455569
COL0005990,LOAN0001159,AGENT024,2021-11-14,Outbound Call,Promise to Pay,4132.64,2024-03-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455603
COL0005991,LOAN0016845,AGENT025,2021-01-12,Legal Notice,No Contact,8746.61,2020-04-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.455636
COL0005992,LOAN0014323,AGENT002,2021-08-19,Letter,Dispute Raised,7031.11,2021-08-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455669
COL0005993,LOAN0009469,AGENT015,2020-06-17,Outbound Call,Paid in Full,8453.8,2022-05-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455701
COL0005994,LOAN0005778,AGENT004,2019-10-28,Legal Notice,Promise to Pay,4986.07,2023-10-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.455736
COL0005995,LOAN0003122,AGENT023,2020-06-01,SMS,Partial Payment,42503.17,2023-08-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.455769
COL0005996,LOAN0003615,AGENT010,2020-09-15,Outbound Call,Paid in Full,33627.2,2023-06-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.455801
COL0005997,LOAN0001479,AGENT022,2020-07-03,Legal Notice,Partial Payment,222.51,2024-12-30,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.455833
COL0005998,LOAN0007537,AGENT020,2023-03-14,Outbound Call,Promise to Pay,36045.94,2023-04-29,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455866
COL0005999,LOAN0008780,AGENT011,2022-02-15,Letter,Promise to Pay,33482.27,2019-11-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.455898
COL0006000,LOAN0009422,AGENT019,2024-04-13,Legal Notice,No Contact,3998.41,2021-07-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.455930
COL0006001,LOAN0012945,AGENT023,2024-11-12,Outbound Call,Agreed Arrangement,13820.37,2020-11-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455963
COL0006002,LOAN0004671,AGENT018,2024-06-14,SMS,Promise to Pay,48137.12,2022-08-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.455995
COL0006003,LOAN0010657,AGENT008,2019-03-15,SMS,Promise to Pay,23598.59,2023-01-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456027
COL0006004,LOAN0008813,AGENT025,2020-08-22,Outbound Call,Promise to Pay,24759.85,2023-09-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456062
COL0006005,LOAN0017696,AGENT015,2022-06-03,Outbound Call,No Contact,31097.01,2023-04-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456096
COL0006006,LOAN0005703,AGENT002,2021-05-13,SMS,No Contact,40138.59,2024-01-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456138
COL0006007,LOAN0014691,AGENT021,2020-07-04,Email,No Contact,33362.59,2022-04-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456185
COL0006008,LOAN0007931,AGENT012,2020-11-01,Email,Promise to Pay,8785.8,2024-04-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456218
COL0006009,LOAN0009817,AGENT015,2019-12-07,Email,Partial Payment,41068.63,2021-08-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456250
COL0006010,LOAN0014789,AGENT005,2022-10-18,Email,Paid in Full,37157.25,2019-02-12,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.456282
COL0006011,LOAN0005984,AGENT019,2023-02-16,Legal Notice,Partial Payment,41861.52,2021-11-28,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.456317
COL0006012,LOAN0006879,AGENT021,2023-02-25,Letter,Agreed Arrangement,26887.61,2019-11-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456349
COL0006013,LOAN0002637,AGENT006,2023-12-26,Outbound Call,Agreed Arrangement,43869.08,2019-11-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456381
COL0006014,LOAN0004606,AGENT029,2023-09-28,Outbound Call,Dispute Raised,11483.53,2021-08-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456429
COL0006015,LOAN0009018,AGENT027,2022-09-23,Outbound Call,Promise to Pay,2820.61,2021-11-21,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.456465
COL0006016,LOAN0015495,AGENT016,2024-08-15,Field Visit,Relocated,4667.72,2024-08-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456498
COL0006017,LOAN0001255,AGENT019,2019-02-25,SMS,No Contact,15772.23,2022-04-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456530
COL0006018,LOAN0017959,AGENT021,2019-01-01,SMS,Promise to Pay,15770.03,2019-10-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456573
COL0006019,LOAN0009470,AGENT010,2020-07-22,Outbound Call,Paid in Full,28956.67,2022-06-04,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.456610
COL0006020,LOAN0010792,AGENT026,2019-07-17,Outbound Call,Paid in Full,32075.6,2023-08-23,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.456643
COL0006021,LOAN0006275,AGENT020,2020-01-22,Outbound Call,Partial Payment,6038.27,2022-12-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456675
COL0006022,LOAN0006688,AGENT023,2021-10-21,Outbound Call,Paid in Full,11517.13,2022-04-22,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.456710
COL0006023,LOAN0001956,AGENT010,2024-06-27,Outbound Call,No Contact,24997.86,2020-10-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456743
COL0006024,LOAN0008254,AGENT012,2021-03-31,Email,No Contact,4379.45,2020-05-21,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.456778
COL0006025,LOAN0014633,AGENT007,2022-06-21,Letter,Paid in Full,6081.17,2019-08-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456810
COL0006026,LOAN0007808,AGENT015,2024-04-15,Outbound Call,Promise to Pay,13531.67,2020-05-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.456842
COL0006027,LOAN0012817,AGENT021,2024-02-14,Field Visit,No Contact,4667.5,2024-09-16,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.456875
COL0006028,LOAN0014623,AGENT026,2023-10-06,Outbound Call,Relocated,34250.07,2022-10-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456911
COL0006029,LOAN0004350,AGENT014,2021-03-14,Email,Partial Payment,43779.86,2024-12-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456946
COL0006030,LOAN0016698,AGENT023,2024-05-19,Outbound Call,Dispute Raised,12293.42,2019-05-31,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.456979
COL0006031,LOAN0008700,AGENT026,2024-12-14,Legal Notice,Promise to Pay,14140.96,2021-01-26,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.457012
COL0006032,LOAN0011293,AGENT004,2024-02-09,Legal Notice,Promise to Pay,16317.83,2023-06-15,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.457044
COL0006033,LOAN0016265,AGENT001,2024-01-03,Letter,Relocated,21284.68,2020-02-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.457076
COL0006034,LOAN0014897,AGENT009,2019-11-19,Outbound Call,Partial Payment,3704.94,2020-03-02,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.457488
COL0006035,LOAN0012943,AGENT026,2019-06-18,Outbound Call,Dispute Raised,33800.29,2022-01-30,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.457540
COL0006036,LOAN0001868,AGENT002,2021-12-10,Letter,Promise to Pay,21355.51,2020-02-13,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.457588
COL0006037,LOAN0000490,AGENT021,2022-08-22,Legal Notice,No Contact,12406.01,2019-06-15,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.457626
COL0006038,LOAN0005434,AGENT013,2020-02-12,Outbound Call,Promise to Pay,14978.99,2020-10-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.457660
COL0006039,LOAN0007147,AGENT025,2024-08-17,Email,No Contact,17307.57,2022-03-10,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.457694
COL0006040,LOAN0008871,AGENT025,2020-02-09,Legal Notice,Paid in Full,12553.83,2023-01-31,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.457736
COL0006041,LOAN0002571,AGENT025,2022-12-09,SMS,Promise to Pay,27001.53,2022-09-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.457770
COL0006042,LOAN0009934,AGENT024,2020-11-06,Field Visit,Promise to Pay,25894.78,2023-04-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.457803
COL0006043,LOAN0011165,AGENT030,2024-07-03,Outbound Call,Paid in Full,1632.13,2023-01-20,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.457836
COL0006044,LOAN0000696,AGENT012,2021-03-25,Outbound Call,Paid in Full,35755.14,2019-10-19,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.457871
COL0006045,LOAN0001854,AGENT004,2024-05-04,Outbound Call,Promise to Pay,29825.15,2019-03-28,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.457904
COL0006046,LOAN0005069,AGENT007,2020-06-07,Outbound Call,Deceased,12973.74,2021-05-16,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.457936
COL0006047,LOAN0013554,AGENT008,2019-09-17,Field Visit,Dispute Raised,30102.49,2023-12-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.457969
COL0006048,LOAN0014760,AGENT003,2024-01-15,Outbound Call,Promise to Pay,10984.61,2024-07-02,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.458023
COL0006049,LOAN0000254,AGENT023,2020-06-01,Letter,Promise to Pay,36364.34,2021-08-30,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.458059
COL0006050,LOAN0001255,AGENT006,2020-02-01,Restructure Offer,Dispute Raised,5193.74,2020-11-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458094
COL0006051,LOAN0000224,AGENT010,2022-04-09,Outbound Call,Deceased,24277.99,2022-01-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458130
COL0006052,LOAN0001642,AGENT019,2023-12-05,SMS,No Contact,32823.59,2021-05-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.458180
COL0006053,LOAN0004853,AGENT016,2020-07-07,Email,Dispute Raised,26559.44,2021-09-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458214
COL0006054,LOAN0005504,AGENT011,2023-09-01,Outbound Call,No Contact,22663.86,2019-07-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458251
COL0006055,LOAN0010335,AGENT019,2019-02-11,Email,Relocated,46826.29,2019-03-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458283
COL0006056,LOAN0009196,AGENT029,2022-01-01,Outbound Call,Partial Payment,27738.63,2020-10-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.458329
COL0006057,LOAN0003946,AGENT002,2022-05-19,Outbound Call,No Contact,46715.31,2019-08-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458375
COL0006058,LOAN0006269,AGENT023,2019-02-20,SMS,No Contact,13853.82,2023-02-06,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.458408
COL0006059,LOAN0017562,AGENT026,2019-12-07,Outbound Call,Partial Payment,37567.91,2020-12-05,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.458473
COL0006060,LOAN0001435,AGENT017,2024-10-29,Letter,Promise to Pay,1022.34,2023-08-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.458508
COL0006061,LOAN0005964,AGENT020,2021-05-03,Email,Promise to Pay,9294.24,2022-04-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458541
COL0006062,LOAN0017104,AGENT017,2024-09-08,Outbound Call,Promise to Pay,32739.38,2020-09-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.458583
COL0006063,LOAN0017793,AGENT019,2024-09-01,Email,No Contact,21374.08,2019-05-10,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.458621
COL0006064,LOAN0015430,AGENT029,2022-11-21,SMS,Partial Payment,45040.86,2022-02-16,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.458658
COL0006065,LOAN0007426,AGENT012,2023-03-11,SMS,Promise to Pay,42531.91,2019-01-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458692
COL0006066,LOAN0003053,AGENT012,2023-02-05,Restructure Offer,Promise to Pay,4061.95,2022-07-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458724
COL0006067,LOAN0013117,AGENT023,2021-12-04,Email,No Contact,25651.75,2020-08-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.458758
COL0006068,LOAN0008567,AGENT021,2022-11-25,Outbound Call,Promise to Pay,15075.29,2019-04-18,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.458791
COL0006069,LOAN0003151,AGENT007,2019-08-29,Restructure Offer,No Contact,16650.85,2020-09-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458830
COL0006070,LOAN0009024,AGENT030,2022-02-03,Email,Partial Payment,49479.57,2021-09-17,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.458862
COL0006071,LOAN0016659,AGENT009,2020-07-14,Legal Notice,Partial Payment,25060.62,2022-09-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458895
COL0006072,LOAN0003679,AGENT029,2024-11-05,Field Visit,Partial Payment,25385.05,2020-12-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.458927
COL0006073,LOAN0005604,AGENT017,2019-02-07,Outbound Call,Relocated,18399.26,2023-06-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.458962
COL0006074,LOAN0005703,AGENT019,2021-07-21,Legal Notice,Promise to Pay,11846.2,2021-11-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.458998
COL0006075,LOAN0002299,AGENT028,2019-08-25,Email,Partial Payment,14628.53,2020-11-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459032
COL0006076,LOAN0001207,AGENT010,2021-03-17,Outbound Call,No Contact,20487.9,2025-01-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459072
COL0006077,LOAN0014458,AGENT030,2024-01-10,SMS,Paid in Full,26895.1,2023-12-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.459122
COL0006078,LOAN0003840,AGENT010,2024-04-18,SMS,Promise to Pay,39095.84,2021-09-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459156
COL0006079,LOAN0005082,AGENT004,2021-11-13,Promise to Pay Follow-Up,Paid in Full,7293.2,2020-02-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459189
COL0006080,LOAN0005356,AGENT010,2024-03-10,Email,Paid in Full,44773.61,2023-02-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459221
COL0006081,LOAN0009826,AGENT016,2020-10-13,Email,Paid in Full,10400.03,2019-11-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459254
COL0006082,LOAN0004185,AGENT001,2020-03-06,Legal Notice,Promise to Pay,13638.23,2019-10-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459287
COL0006083,LOAN0015265,AGENT005,2020-05-27,Letter,Partial Payment,45262.95,2023-11-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459326
COL0006084,LOAN0001927,AGENT012,2022-08-21,Letter,Promise to Pay,18502.51,2024-03-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459362
COL0006085,LOAN0004606,AGENT015,2023-05-03,Legal Notice,Promise to Pay,24446.35,2019-04-10,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.459396
COL0006086,LOAN0003122,AGENT005,2020-10-18,SMS,Paid in Full,32785.76,2020-12-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459467
COL0006087,LOAN0006349,AGENT019,2019-03-01,Outbound Call,Partial Payment,20172.3,2023-12-09,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.459504
COL0006088,LOAN0011232,AGENT030,2024-05-13,Outbound Call,No Contact,3394.19,2023-07-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459537
COL0006089,LOAN0012148,AGENT016,2021-08-13,Outbound Call,Promise to Pay,46449.4,2019-12-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459576
COL0006090,LOAN0005185,AGENT019,2021-05-27,Outbound Call,Relocated,14387.2,2023-05-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459618
COL0006091,LOAN0000259,AGENT025,2021-04-25,Field Visit,No Contact,36626.05,2023-07-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459651
COL0006092,LOAN0003022,AGENT012,2019-08-19,SMS,Dispute Raised,13985.05,2023-10-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.459684
COL0006093,LOAN0011854,AGENT028,2022-06-05,SMS,Promise to Pay,47368.53,2022-07-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.459716
COL0006094,LOAN0002441,AGENT006,2021-06-21,Outbound Call,Paid in Full,20596.83,2019-08-26,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.459751
COL0006095,LOAN0005838,AGENT021,2020-10-20,Email,Promise to Pay,39683.21,2023-11-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459783
COL0006096,LOAN0007731,AGENT023,2024-04-01,Email,Dispute Raised,26647.13,2024-05-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459816
COL0006097,LOAN0014726,AGENT027,2020-01-11,Legal Notice,Partial Payment,26447.72,2020-05-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.459848
COL0006098,LOAN0001529,AGENT019,2021-12-16,Letter,Agreed Arrangement,28701.34,2023-02-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459881
COL0006099,LOAN0010898,AGENT029,2020-07-28,SMS,No Contact,28333.6,2022-12-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.459913
COL0006100,LOAN0002595,AGENT015,2020-03-25,Outbound Call,Partial Payment,2748.62,2019-02-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459946
COL0006101,LOAN0016528,AGENT005,2022-03-15,Outbound Call,No Contact,30318.09,2021-08-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.459978
COL0006102,LOAN0005686,AGENT008,2020-12-16,Email,Partial Payment,2357.39,2019-07-12,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.460011
COL0006103,LOAN0010082,AGENT029,2021-01-09,Field Visit,No Contact,23300.0,2021-04-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460044
COL0006104,LOAN0005670,AGENT026,2023-01-16,SMS,Partial Payment,46407.46,2023-07-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460079
COL0006105,LOAN0011720,AGENT007,2021-12-27,Outbound Call,No Contact,20475.38,2023-07-29,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460111
COL0006106,LOAN0001626,AGENT024,2020-10-24,Outbound Call,Dispute Raised,33756.18,2021-01-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460144
COL0006107,LOAN0015038,AGENT004,2021-10-19,Promise to Pay Follow-Up,No Contact,1759.22,2023-03-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460197
COL0006108,LOAN0010872,AGENT016,2024-08-03,Letter,Partial Payment,41063.19,2023-05-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460238
COL0006109,LOAN0013945,AGENT011,2019-12-23,Letter,Relocated,6786.34,2020-07-21,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.460271
COL0006110,LOAN0016808,AGENT021,2022-03-27,Outbound Call,Partial Payment,23586.77,2020-05-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460303
COL0006111,LOAN0011827,AGENT019,2020-08-31,SMS,Promise to Pay,23759.96,2019-04-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460342
COL0006112,LOAN0016895,AGENT018,2019-12-18,Letter,Promise to Pay,10548.11,2021-07-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460374
COL0006113,LOAN0008892,AGENT012,2024-08-03,Email,Deceased,22234.79,2022-12-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460407
COL0006114,LOAN0013591,AGENT029,2021-05-12,Outbound Call,Relocated,35537.57,2024-12-28,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.460471
COL0006115,LOAN0013114,AGENT030,2023-09-12,Restructure Offer,Dispute Raised,29581.09,2022-10-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460530
COL0006116,LOAN0015200,AGENT007,2020-11-04,Outbound Call,Dispute Raised,43279.26,2023-10-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460573
COL0006117,LOAN0000449,AGENT014,2020-02-27,Email,Promise to Pay,35703.38,2021-08-06,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460613
COL0006118,LOAN0010082,AGENT028,2021-05-15,Field Visit,Dispute Raised,38642.21,2023-11-01,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.460646
COL0006119,LOAN0010798,AGENT009,2019-02-22,Outbound Call,No Contact,1487.91,2022-09-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460679
COL0006120,LOAN0010361,AGENT011,2019-02-19,Outbound Call,No Contact,13692.0,2022-03-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460712
COL0006121,LOAN0017562,AGENT013,2020-10-21,SMS,Paid in Full,23454.68,2021-04-24,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.460745
COL0006122,LOAN0001960,AGENT004,2021-01-03,Outbound Call,Promise to Pay,8946.0,2021-08-27,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.460781
COL0006123,LOAN0000059,AGENT008,2023-02-20,Email,No Contact,1147.18,2019-09-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460814
COL0006124,LOAN0012013,AGENT024,2020-09-18,Outbound Call,Promise to Pay,48647.11,2019-04-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460852
COL0006125,LOAN0005987,AGENT008,2020-12-25,Outbound Call,Relocated,11054.93,2023-09-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460884
COL0006126,LOAN0001408,AGENT026,2019-11-25,SMS,Deceased,30138.08,2023-02-27,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.460916
COL0006127,LOAN0012680,AGENT030,2022-03-31,Outbound Call,No Contact,39706.65,2022-01-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.460948
COL0006128,LOAN0009257,AGENT007,2024-09-02,SMS,Dispute Raised,39693.79,2021-10-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.460980
COL0006129,LOAN0014727,AGENT008,2019-01-02,Outbound Call,Promise to Pay,9063.53,2024-01-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.461012
COL0006130,LOAN0011344,AGENT014,2020-06-24,Outbound Call,No Contact,49475.69,2022-09-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.461045
